"","date","team1","team2","map","event"
"2658","25/8/19","Illuminar (16)","Copenhagen Flames (11)","vtg
                      Vertigo","ECS Season 8 Europe Pinnacle Cup Open Qualifier 4"
"2659","25/8/19","Copenhagen Flames (16)","Illuminar (4)","nuke
                      Nuke","ECS Season 8 Europe Pinnacle Cup Open Qualifier 4"
"2660","25/8/19","Gambit Youngsters (6)","Chaos (16)","ovp
                      Overpass","ECS Season 8 Europe Pinnacle Cup Open Qualifier 4"
"2661","25/8/19","Gambit Youngsters (12)","Chaos (16)","mrg
                      Mirage","ECS Season 8 Europe Pinnacle Cup Open Qualifier 4"
"2662","25/8/19","PACT (16)","eL'quvet (3)","inf
                      Inferno","ECS Season 8 Europe Pinnacle Cup Open Qualifier 4"
"2663","25/8/19","PACT (16)","eL'quvet (5)","mrg
                      Mirage","ECS Season 8 Europe Pinnacle Cup Open Qualifier 4"
"2664","25/8/19","G2 (16)","forZe (12)","inf
                      Inferno","StarLadder Major 2019 Main Qualifier"
"2665","25/8/19","forZe (25)","G2 (28)","d2
                      Dust2","StarLadder Major 2019 Main Qualifier"
"2666","25/8/19","Syman (16)","FURIA (7)","inf
                      Inferno","StarLadder Major 2019 Main Qualifier"
"2667","25/8/19","FURIA (9)","Syman (16)","trn
                      Train","StarLadder Major 2019 Main Qualifier"
"2668","24/8/19","North (19)","CR4ZY (15)","trn
                      Train","StarLadder Major 2019 Main Qualifier"
"2669","24/8/19","CR4ZY (26)","North (28)","inf
                      Inferno","StarLadder Major 2019 Main Qualifier"
"2670","24/8/19","North (8)","CR4ZY (16)","mrg
                      Mirage","StarLadder Major 2019 Main Qualifier"
"2671","24/8/19","Grayhound (16)","INTZ (7)","d2
                      Dust2","StarLadder Major 2019 Main Qualifier"
"2672","24/8/19","INTZ (16)","Grayhound (14)","nuke
                      Nuke","StarLadder Major 2019 Main Qualifier"
"2673","24/8/19","Grayhound (16)","INTZ (5)","trn
                      Train","StarLadder Major 2019 Main Qualifier"
"2674","24/8/19","mousesports (16)","G2 (7)","vtg
                      Vertigo","StarLadder Major 2019 Main Qualifier"
"2675","24/8/19","mousesports (16)","G2 (13)","d2
                      Dust2","StarLadder Major 2019 Main Qualifier"
"2676","24/8/19","G2 (16)","mousesports (5)","trn
                      Train","StarLadder Major 2019 Main Qualifier"
"2677","24/8/19","TYLOO (2)","Complexity (16)","vtg
                      Vertigo","StarLadder Major 2019 Main Qualifier"
"2678","24/8/19","Complexity (22)","TYLOO (20)","ovp
                      Overpass","StarLadder Major 2019 Main Qualifier"
"2679","24/8/19","FURIA (10)","forZe (16)","nuke
                      Nuke","StarLadder Major 2019 Main Qualifier"
"2680","24/8/19","HellRaisers (8)","AVANGAR (16)","d2
                      Dust2","StarLadder Major 2019 Main Qualifier"
"2681","24/8/19","Vitality (14)","DreamEaters (16)","inf
                      Inferno","StarLadder Major 2019 Main Qualifier"
"2682","24/8/19","Syman (4)","NRG (16)","inf
                      Inferno","StarLadder Major 2019 Main Qualifier"
"2683","23/8/19","Grayhound (9)","forZe (16)","trn
                      Train","StarLadder Major 2019 Main Qualifier"
"2684","23/8/19","FURIA (11)","CR4ZY (16)","trn
                      Train","StarLadder Major 2019 Main Qualifier"
"2685","23/8/19","Complexity (5)","HellRaisers (16)","inf
                      Inferno","StarLadder Major 2019 Main Qualifier"
"2686","23/8/19","AVANGAR (17)","mousesports (19)","inf
                      Inferno","StarLadder Major 2019 Main Qualifier"
"2687","23/8/19","Vitality (16)","INTZ (9)","mrg
                      Mirage","StarLadder Major 2019 Main Qualifier"
"2688","23/8/19","DreamEaters (9)","G2 (16)","ovp
                      Overpass","StarLadder Major 2019 Main Qualifier"
"2689","23/8/19","TYLOO (7)","NRG (16)","trn
                      Train","StarLadder Major 2019 Main Qualifier"
"2690","23/8/19","North (16)","Syman (14)","trn
                      Train","StarLadder Major 2019 Main Qualifier"
"2691","23/8/19","Grayhound (13)","CR4ZY (16)","nuke
                      Nuke","StarLadder Major 2019 Main Qualifier"
"2692","23/8/19","Complexity (13)","AVANGAR (16)","inf
                      Inferno","StarLadder Major 2019 Main Qualifier"
"2693","23/8/19","mousesports (16)","forZe (6)","inf
                      Inferno","StarLadder Major 2019 Main Qualifier"
"2694","23/8/19","FURIA (16)","HellRaisers (6)","inf
                      Inferno","StarLadder Major 2019 Main Qualifier"
"2695","23/8/19","North (16)","INTZ (5)","trn
                      Train","StarLadder Major 2019 Main Qualifier"
"2696","23/8/19","TYLOO (10)","G2 (16)","ovp
                      Overpass","StarLadder Major 2019 Main Qualifier"
"2697","23/8/19","Syman (16)","Vitality (8)","d2
                      Dust2","StarLadder Major 2019 Main Qualifier"
"2698","23/8/19","DreamEaters (19)","NRG (17)","ovp
                      Overpass","StarLadder Major 2019 Main Qualifier"
"2699","22/8/19","BLUEJAYS (16)","adwokacik (5)","trn
                      Train","ECS Season 8 Europe Pinnacle Cup Open Qualifier 3"
"2700","22/8/19","BLUEJAYS (19)","adwokacik (16)","inf
                      Inferno","ECS Season 8 Europe Pinnacle Cup Open Qualifier 3"
"2701","22/8/19","Gambit Youngsters (10)","Heretics (16)","inf
                      Inferno","ECS Season 8 Europe Pinnacle Cup Open Qualifier 3"
"2702","22/8/19","Heretics (13)","Gambit Youngsters (16)","mrg
                      Mirage","ECS Season 8 Europe Pinnacle Cup Open Qualifier 3"
"2703","22/8/19","Heretics (16)","Gambit Youngsters (5)","d2
                      Dust2","ECS Season 8 Europe Pinnacle Cup Open Qualifier 3"
"2704","22/8/19","adwokacik (22)","BLUEJAYS (20)","mrg
                      Mirage","ECS Season 8 Europe Pinnacle Cup Open Qualifier 3"
"2705","22/8/19","Tricked (19)","Illuminar (16)","mrg
                      Mirage","UCC Summer Smash"
"2706","22/8/19","Illuminar (16)","Tricked (9)","inf
                      Inferno","UCC Summer Smash"
"2707","22/8/19","Illuminar (20)","Tricked (22)","ovp
                      Overpass","UCC Summer Smash"
"2708","22/8/19","Shidiots (16)","Corvidae (12)","mrg
                      Mirage","LPL Pro League Season 3"
"2709","22/8/19","Corvidae (14)","Shidiots (16)","ovp
                      Overpass","LPL Pro League Season 3"
"2710","22/8/19","HAVU (16)","Heretics (10)","nuke
                      Nuke","LOOT.BET Season 3"
"2711","22/8/19","Heretics (22)","HAVU (20)","inf
                      Inferno","LOOT.BET Season 3"
"2712","22/8/19","Heretics (10)","HAVU (16)","d2
                      Dust2","LOOT.BET Season 3"
"2713","22/8/19","ViCi (16)","Lucid Dream (13)","vtg
                      Vertigo","CS.Money Asian Emperor"
"2714","22/8/19","ViCi (16)","Lucid Dream (8)","nuke
                      Nuke","CS.Money Asian Emperor"
"2715","22/8/19","Lucid Dream (22)","ViCi (18)","trn
                      Train","CS.Money Asian Emperor"
"2716","22/8/19","Sprout (10)","ALTERNATE aTTaX (16)","inf
                      Inferno","ESL Meisterschaft Summer 2019 Finals"
"2717","22/8/19","ALTERNATE aTTaX (16)","Sprout (10)","d2
                      Dust2","ESL Meisterschaft Summer 2019 Finals"
"2718","22/8/19","Monky See Monky Do (16)","SYF (14)","nuke
                      Nuke","LPL Pro League Season 3"
